EMD_CD,EMD_NM
41570253,고촌읍
41570256,양촌읍
41570340,대곶면
41570350,월곶면
41570360,하성면
41590116,진안동
41590117,병점동
41590118,능동
41590119,기산동
41590120,반월동
41590124,기안동
41590125,송산동
41590126,안녕동
41590127,반송동
41590128,석우동
41590129,오산동
41590130,청계동
41590131,영천동
41590132,중동
41590133,신동
41590134,목동
41590135,산척동
41590136,장지동
41590137,송동
41590138,방교동
41590139,금곡동
41590253,봉담읍
41590256,우정읍
41590259,향남읍
41590262,남양읍
41590310,매송면
41590320,비봉면
41590330,마도면
41590340,송산면
41590350,서신면
41590360,팔탄면
41590370,장안면
41590400,양감면
41590410,정남면
41610101,경안동
41610102,쌍령동
41610103,송정동
41610104,회덕동
41610105,탄벌동
41610106,목현동
41610107,삼동
41610108,중대동
41610110,태전동
41610111,장지동
41610112,역동
41610113,목동
41610115,신현동
41610116,능평동
41610117,문형동
41610118,추자동
41610120,양벌동
41610253,초월읍
41610259,곤지암읍
41610330,도척면
41610340,퇴촌면
41610350,남종면
41610370,남한산성면
41630101,유양동
41630103,남방동
41630104,마전동
41630105,산북동
41630106,광사동
41630107,만송동
41630108,삼숭동
41630109,고읍동
41630110,덕정동
41630111,봉양동
41630112,회암동
41630113,율정동
41630114,옥정동
41630115,고암동
41630116,덕계동
41630117,회정동
41630250,백석읍
41630310,은현면
41630320,남면
41630330,광적면
41630340,장흥면
41650101,신읍동
41650102,어룡동
41650103,자작동
41650104,선단동
41650105,설운동
41650250,소흘읍
41650310,군내면
41650320,내촌면
41650330,가산면
41650340,신북면
41650350,창수면
41650360,영중면
41650370,일동면
41650380,이동면
41650390,영북면
41650400,관인면
41650410,화현면
41670101,상동
41670102,홍문동
41670103,창동
41670105,단현동
41670106,신진동
41670107,하동
41670108,교동
41670109,월송동
41670110,가업동
41670111,연라동
41670112,상거동
41670115,점봉동
41670117,멱곡동
41670118,연양동
41670120,천송동
41670121,오학동
41670122,현암동
41670123,오금동
41670250,가남읍
41670310,점동면
41670320,흥천면
41670330,금사면
41670345,세종대왕면
41670350,대신면
41670360,북내면
41670370,강천면
41670380,산북면
41800250,연천읍
41800253,전곡읍
41800310,군남면
41800320,청산면
41800330,백학면
41800340,미산면
41800360,신서면
41800370,중면
41800380,장남면
41820250,가평읍
41820310,설악면
41820325,청평면
41820330,상면
41820345,조종면
41820350,북면
41830250,양평읍
41830310,강상면
41830320,강하면
41830330,양서면
41830340,옥천면
41830350,서종면
41830360,단월면
41830370,청운면
41830380,양동면
41830395,지평면
41830400,용문면
41830410,개군면
43111101,상당구
43111102,상당구
43111103,상당구
43111104,상당구
43111105,상당구
43111107,상당구
43111108,상당구
43111109,상당구
43111110,상당구
43111111,상당구
43111112,상당구
43111117,상당구
43111118,상당구
43111119,상당구
43111120,상당구
43111121,상당구
43111122,상당구
43111124,상당구
43111125,상당구
43111126,상당구
43111129,상당구
43111130,상당구
43111310,상당구
43111320,상당구
43111330,상당구
43111340,상당구
43111350,상당구
43112101,서원구
43112102,서원구
43112103,서원구
43112104,서원구
43112105,서원구
43112106,서원구
43112107,서원구
43112108,서원구
43112109,서원구
43112110,서원구
43112111,서원구
43112310,서원구
43112320,서원구
43113104,흥덕구
43113105,흥덕구
43113113,흥덕구
43113114,흥덕구
43113115,흥덕구
43113116,흥덕구
43113117,흥덕구
43113118,흥덕구
43113119,흥덕구
43113124,흥덕구
43113132,흥덕구
43113133,흥덕구
43113134,흥덕구
43113136,흥덕구
43113138,흥덕구
43113139,흥덕구
43113140,흥덕구
43113250,흥덕구
43113310,흥덕구
43113320,흥덕구
43114101,청원구
43114102,청원구
43114103,청원구
43114104,청원구
43114105,청원구
43114106,청원구
43114107,청원구
43114109,청원구
43114110,청원구
43114111,청원구
43114250,청원구
43114253,청원구
43114310,청원구
43130101,성내동
43130103,성서동
43130104,충인동
43130105,교현동
43130106,용산동
43130107,호암동
43130108,직동
43130109,단월동
43130111,가주동
43130113,용두동
43130114,달천동
43130115,봉방동
43130116,칠금동
43130118,연수동
43130119,목행동
43130120,용탄동
43130121,종민동
43130122,안림동
43130125,지현동
43130127,문화동
43130128,금릉동
43130250,주덕읍
43130310,살미면
43130325,수안보면
43130335,대소원면
43130350,신니면
43130360,노은면
43130370,앙성면
43130385,중앙탑면
43130390,금가면
43130400,동량면
43130410,산척면
43130420,엄정면
43150101,의림동
43150102,서부동
43150103,동현동
43150104,남천동
43150105,교동
43150107,중앙로2가
43150108,명동
43150109,화산동
43150110,영천동
43150111,하소동
43150112,신월동
43150113,청전동
43150114,모산동
43150115,고암동
43150116,장락동
43150118,두학동
43150119,고명동
43150120,신백동
43150121,강제동
43150122,명지동
43150124,왕암동
43150125,천남동
43150250,봉양읍
43150310,금성면
43150320,청풍면
43150330,수산면
43150340,덕산면
43150350,한수면
43150360,백운면
43150380,송학면
43720250,보은읍
43720315,속리산면
43720325,장안면
43720330,마로면
43720340,탄부면
43720350,삼승면
43720360,수한면
43720370,회남면
43720385,회인면
43720390,내북면
43720400,산외면
43730250,옥천읍
43730310,동이면
43730320,안남면
43730330,안내면
43730340,청성면
43730350,청산면
43730360,이원면
43730370,군서면
43730380,군북면
43740250,영동읍
43740310,용산면
43740320,황간면
43740335,추풍령면
43740340,매곡면
43740350,상촌면
43740360,양강면
43740370,용화면
43740380,학산면
43740390,양산면
43740400,심천면
43745250,증평읍
43745310,도안면
43750250,진천읍
43750253,덕산읍
43750320,초평면
43750330,문백면
43750340,백곡면
43750350,이월면
43750370,광혜원면
43760250,괴산읍
43760310,감물면
43760320,장연면
43760330,연풍면
43760340,칠성면
43760350,문광면
43760360,청천면
43760370,청안면
43760390,사리면
43760400,소수면
43760410,불정면
43770250,음성읍
43770253,금왕읍
43770310,소이면
43770320,원남면
43770330,맹동면
43770340,대소면
43770350,삼성면
43770360,생극면
43770370,감곡면
43800250,단양읍
43800253,매포읍
43800310,대강면
43800320,가곡면
43800330,영춘면
43800340,어상천면
43800350,적성면
43800360,단성면
44131101,동남구
44131102,동남구
44131103,동남구
44131104,동남구
44131105,동남구
44131106,동남구
44131107,동남구
44131108,동남구
44131109,동남구
44131110,동남구
44131111,동남구
44131112,동남구
44131113,동남구
44131114,동남구
44131115,동남구
44131116,동남구
44131117,동남구
44131118,동남구
44131119,동남구
44131120,동남구
44131250,동남구
44131310,동남구
44131320,동남구
44131330,동남구
44131340,동남구
44131350,동남구
44131360,동남구
44133101,서북구
44133102,서북구
44133103,서북구
44133104,서북구
44133105,서북구
44133106,서북구
44133107,서북구
44133108,서북구
44133109,서북구
44133110,서북구
44133111,서북구
44133250,서북구
44133253,서북구
44133256,서북구
44133310,서북구
44150101,반죽동
44150102,봉황동
44150103,중학동
44150104,중동
44150105,산성동
44150106,교동
44150107,웅진동
44150108,금성동
44150109,옥룡동
44150110,금학동
44150112,주미동
44150113,태봉동
44150114,오곡동
44150115,신기동
44150116,소학동
44150118,무릉동
44150119,월송동
44150120,신관동
44150121,금흥동
44150124,검상동
44150125,석장리동
44150126,송선동
44150250,유구읍
44150310,이인면
44150320,탄천면
44150330,계룡면
44150340,반포면
44150360,의당면
44150370,정안면
44150380,우성면
44150390,사곡면
44150400,신풍면
44180101,대천동
44180102,죽정동
44180103,화산동
44180104,동대동
44180105,명천동
44180106,궁촌동
44180107,내항동
44180109,요암동
44180110,신흑동
44180250,웅천읍
44180310,주포면
44180320,오천면
44180330,천북면
44180340,청소면
44180350,청라면
44180360,남포면
44180380,주산면
44180390,미산면
44180400,성주면
44180410,주교면
44200101,온천동
44200102,실옥동
44200103,방축동
44200105,초사동
44200107,법곡동
44200108,장존동
44200110,읍내동
44200111,풍기동
44200112,용화동
44200113,모종동
44200114,권곡동
44200115,배미동
44200116,득산동
44200118,신동
44200119,남동
44200250,염치읍
44200253,배방읍
44200310,송악면
44200330,탕정면
44200350,음봉면
44200360,둔포면
44200370,영인면
44200380,인주면
44200390,선장면
44200400,도고면
44200410,신창면
44210101,읍내동
44210102,동문동
44210103,갈산동
44210105,잠홍동
44210106,수석동
44210107,석림동
44210108,석남동
44210109,예천동
44210110,죽성동
44210111,양대동
44210112,오남동
44210250,대산읍
44210310,인지면
44210320,부석면
44210330,팔봉면
44210340,지곡면
44210360,성연면
44210370,음암면
44210380,운산면
44210390,해미면
44210400,고북면
44230101,화지동
44230102,반월동
44230103,대교동
44230104,부창동
44230105,취암동
44230106,등화동
44230107,지산동
44230109,내동
44230110,강산동
44230111,관촉동
44230250,강경읍
44230253,연무읍
44230310,성동면
44230320,광석면
44230330,노성면
44230340,상월면
44230350,부적면
44230360,연산면
44230380,벌곡면
44230390,양촌면
44230400,가야곡면
44230410,은진면
44230420,채운면
44250101,금암동
44250310,두마면
44250315,엄사면
44250330,신도안면
44270101,읍내동
44270102,채운동
44270104,원당동
44270105,시곡동
44270106,수청동
44270107,대덕동
44270108,행정동
44270109,용연동
44270250,합덕읍
44270253,송악읍
44270310,고대면
44270320,석문면
44270330,대호지면
44270340,정미면
44270350,면천면
44270360,순성면
44270370,우강면
44270380,신평면
44270390,송산면
44710250,금산읍
44710310,금성면
44710320,제원면
44710330,부리면
44710340,군북면
44710350,남일면
44710360,남이면
44710370,진산면
44710380,복수면
44710390,추부면
44760250,부여읍
44760310,규암면
44760320,은산면
44760330,외산면
44760340,내산면
44760350,구룡면
44760360,홍산면
44760370,옥산면
44760380,남면
44760390,충화면
44760400,양화면
44760410,임천면
44760420,장암면
44760430,세도면
44760440,석성면
44760450,초촌면
44770250,장항읍
44770253,서천읍
44770310,마서면
44770330,기산면
44770340,한산면
44770350,마산면
44770360,시초면
44770380,판교면
44770390,종천면
44770400,비인면
44770410,서면
44790250,청양읍
44790310,운곡면
44790320,대치면
44790330,정산면
44790340,목면
44790350,청남면
44790360,장평면
44790370,남양면
44790380,화성면
44790390,비봉면
44800250,홍성읍
44800253,광천읍
44800256,홍북읍
44800320,금마면
44800330,홍동면
44800340,장곡면
44800350,은하면
44800360,결성면
44800370,서부면
44800380,갈산면
44800390,구항면
44810250,예산읍
44810253,삽교읍
44810310,대술면
44810320,신양면
44810330,광시면
44810340,대흥면
44810350,응봉면
44810360,덕산면
44810370,봉산면
44810380,고덕면
44810390,신암면
44810400,오가면
44825250,태안읍
44825253,안면읍
44825310,고남면
44825320,남면
44825330,근흥면
44825340,소원면
44825350,원북면
44825360,이원면
46110101,용당동
46110102,산정동
46110103,연산동
46110104,대성동
46110105,양동
46110107,남교동
46110108,호남동
46110109,대안동
46110114,측후동
46110118,동명동
46110127,축복동2가
46110128,축복동3가
46110130,보광동2가
46110131,보광동3가
46110143,해안동2가
46110146,항동
46110154,서산동
46110155,금화동
46110157,죽교동
46110158,상동
46110159,용해동
46110160,석현동
46110161,달동
46110163,대양동
46110164,옥암동
46130101,종화동
46130102,수정동
46130103,공화동
46130104,관문동
46130105,고소동
46130107,중앙동
46130111,연등동
46130112,광무동
46130113,서교동
46130115,봉산동
46130116,남산동
46130117,국동
46130118,신월동
46130119,여서동
46130120,문수동
46130121,오림동
46130122,미평동
46130123,둔덕동
46130124,오천동
46130125,만흥동
46130126,덕충동
46130127,경호동
46130128,학동
46130131,소호동
46130132,시전동
46130133,신기동
46130134,웅천동
46130135,선원동
46130136,여천동
46130137,화장동
46130138,주삼동
46130139,봉계동
46130140,해산동
46130142,월하동
46130143,평여동
46130144,중흥동
46130147,묘도동
46130150,상암동
46130250,돌산읍
46130310,소라면
46130320,율촌면
46130330,화양면
46130340,남면
46130350,화정면
46130360,삼산면
46150103,영동
46150106,금곡동
46150107,매곡동
46150108,석현동
46150109,가곡동
46150110,용당동
46150111,조곡동
46150113,덕암동
46150114,연향동
46150115,풍덕동
46150116,남정동
46150117,인제동
46150118,저전동
46150119,장천동
46150122,동외동
46150123,교량동
46150124,대룡동
46150125,홍내동
46150126,오천동
46150127,덕월동
46150128,야흥동
46150131,대대동
46150132,왕지동
46150133,조례동
46150250,승주읍
46150310,해룡면
46150320,서면
46150330,황전면
46150340,월등면
46150350,주암면
46150360,송광면
46150370,외서면
46150380,낙안면
46150390,별량면
46150400,상사면
46170101,토계동
46170102,송월동
46170103,안창동
46170104,삼영동
46170107,산정동
46170108,경현동
46170110,금계동
46170111,금성동
46170112,남내동
46170114,성북동
46170116,대호동
46170118,석현동
46170119,청동
46170120,남외동
46170121,죽림동
46170122,삼도동
46170123,영산동
46170124,용산동
46170128,이창동
46170130,운곡동
46170131,동수동
46170134,빛가람동
46170250,남평읍
46170310,세지면
46170320,왕곡면
46170330,반남면
46170340,공산면
46170350,동강면
46170360,다시면
46170370,문평면
46170380,노안면
46170390,금천면
46170400,산포면
46170420,다도면
46170430,봉황면
46230101,황금동
46230102,황길동
46230104,성황동
46230106,중동
46230107,마동
46230108,광영동
46230109,태인동
46230110,금호동
46230250,광양읍
46230310,봉강면
46230320,옥룡면
46230330,옥곡면
46230340,진상면
46230350,진월면
46710250,담양읍
46710310,봉산면
46710320,고서면
46710335,가사문학면
46710340,창평면
46710350,대덕면
46710360,무정면
46710370,금성면
46710380,용면
46710390,월산면
46710400,수북면
46710410,대전면
46720250,곡성읍
46720310,오곡면
46720330,석곡면
46720340,목사동면
46720350,죽곡면
46720360,고달면
46720370,옥과면
46720380,입면
46720390,겸면
46720400,오산면
46730250,구례읍
46730310,문척면
46730320,간전면
46730330,토지면
46730340,마산면
46730350,광의면
46730360,용방면
46730370,산동면
46770250,고흥읍
46770253,도양읍
46770310,풍양면
46770320,도덕면
46770330,금산면
46770340,도화면
46770350,포두면
46770360,봉래면
46770370,점암면
46770380,과역면
46770390,남양면
46770400,동강면
46770410,대서면
46770420,두원면
46770440,영남면
46770450,동일면
46780250,보성읍
46780253,벌교읍
46780320,미력면
46780330,겸백면
46780340,율어면
46780350,복내면
46780360,문덕면
46780370,조성면
46780380,득량면
46780390,회천면
46780400,웅치면
46790250,화순읍
46790310,한천면
46790320,춘양면
46790330,청풍면
46790340,이양면
46790350,능주면
46790360,도곡면
46790370,도암면
46790380,이서면
46790395,백아면
46790400,동복면
46790415,사평면
46790420,동면
46800250,장흥읍
46800253,관산읍
46800256,대덕읍
46800310,용산면
46800320,안양면
46800330,장동면
46800340,장평면
46800350,유치면
46800360,부산면
46800370,회진면
46810250,강진읍
46810310,군동면
46810320,칠량면
46810330,대구면
46810340,도암면
46810350,신전면
46810360,성전면
46810380,병영면
46810400,마량면
46820250,해남읍
46820310,삼산면
46820320,화산면
46820330,현산면
46820340,송지면
46820350,북평면
46820360,북일면
46820370,옥천면
46820380,계곡면
46820390,마산면
46820400,황산면
46820410,산이면
46820420,문내면
46820430,화원면
46830250,영암읍
46830253,삼호읍
46830310,덕진면
46830320,금정면
46830330,신북면
46830340,시종면
46830360,군서면
46830380,학산면
46830390,미암면
46840250,무안읍
46840253,일로읍
46840256,삼향읍
46840320,몽탄면
46840330,청계면
46840340,현경면
46840350,망운면
46840360,해제면
46840370,운남면
46860250,함평읍
46860310,손불면
46860320,신광면
46860330,학교면
46860340,엄다면
46860350,대동면
46860360,나산면
46860370,해보면
46860380,월야면
46870250,영광읍
46870253,백수읍
46870256,홍농읍
46870310,대마면
46870320,묘량면
46870330,불갑면
46870340,군서면
46870350,군남면
46870360,염산면
46870370,법성면
46880250,장성읍
46880310,진원면
46880320,남면
46880330,동화면
46880340,삼서면
46880350,삼계면
46880360,황룡면
46880370,서삼면
46880380,북일면
46880390,북이면
46880400,북하면
46890250,완도읍
46890253,금일읍
46890256,노화읍
46890310,군외면
46890320,신지면
46890330,고금면
46890340,약산면
46890350,청산면
46890360,소안면
46890370,금당면
46890380,보길면
46890390,생일면
46900250,진도읍
46900310,군내면
46900320,고군면
46900330,의신면
46900340,임회면
46900350,지산면
46900360,조도면
46910250,지도읍
46910253,압해읍
46910310,증도면
46910320,임자면
46910330,자은면
46910340,비금면
46910350,도초면
46910360,흑산면
46910370,하의면
46910380,신의면
46910390,장산면
46910400,안좌면
46910410,팔금면
46910420,암태면
47111101,남구
47111102,남구
47111103,남구
47111104,남구
47111105,남구
47111106,남구
47111108,남구
47111109,남구
47111110,남구
47111111,남구
47111112,남구
47111113,남구
47111114,남구
47111115,남구
47111116,남구
47111117,남구
47111250,남구
47111253,남구
47111256,남구
47111310,남구
47111320,남구
47111330,남구
47111350,남구
47113102,북구
47113104,북구
47113105,북구
47113107,북구
47113108,북구
47113109,북구
47113110,북구
47113111,북구
47113112,북구
47113113,북구
47113114,북구
47113115,북구
47113116,북구
47113117,북구
47113118,북구
47113119,북구
47113120,북구
47113121,북구
47113122,북구
47113123,북구
47113250,북구
47113310,북구
47113320,북구
47113330,북구
47113340,북구
47113350,북구
47113360,북구
47130103,북부동
47130104,성동동
47130105,황오동
47130106,노동동
47130107,노서동
47130108,성건동
47130109,사정동
47130110,황남동
47130111,교동
47130112,인왕동
47130113,탑동
47130114,충효동
47130115,서악동
47130116,효현동
47130118,동방동
47130119,도지동
47130120,남산동
47130123,보문동
47130124,황성동
47130125,용강동
47130126,동천동
47130130,시래동
47130131,구정동
47130132,마동
47130133,하동
47130134,진현동
47130135,천군동
47130136,신평동
47130140,북군동
47130142,율동
47130144,석장동
47130250,감포읍
47130253,안강읍
47130256,건천읍
47130259,외동읍
47130315,문무대왕면
47130320,양남면
47130330,내남면
47130340,산내면
47130350,서면
47130360,현곡면
47130370,강동면
47130380,천북면
47150101,감호동
47150102,용두동
47150103,모암동
47150104,성내동
47150105,평화동
47150106,남산동
47150107,황금동
47150108,신음동
47150109,교동
47150110,삼락동
47150113,백옥동
47150114,부곡동
47150115,지좌동
47150116,덕곡동
47150117,대광동
47150118,응명동
47150119,양천동
47150120,율곡동
47150250,아포읍
47150310,농소면
47150320,남면
47150340,개령면
47150350,감문면
47150360,어모면
47150370,봉산면
47150380,대항면
47150410,구성면
47150420,지례면
47150430,부항면
47170103,북문동
47170104,명륜동
47170109,법흥동
47170110,용상동
47170111,동문동
47170112,동부동
47170113,운흥동
47170114,천리동
47170115,남부동
47170116,남문동
47170119,옥야동
47170120,광석동
47170121,당북동
47170122,태화동
47170124,목성동
47170126,금곡동
47170127,평화동
47170128,안기동
47170130,성곡동
47170131,상아동
47170132,안막동
47170133,옥동
47170134,이천동
47170136,송현동
47170137,송천동
47170138,석동동
47170139,정상동
47170140,정하동
47170141,수상동
47170142,수하동
47170250,풍산읍
47170310,와룡면
47170320,북후면
47170330,서후면
47170340,풍천면
47170350,일직면
47170360,남후면
47170370,남선면
47170380,임하면
47170390,길안면
47170400,임동면
47170410,예안면
47170420,도산면
47170430,녹전면
47190101,원평동
47190102,지산동
47190103,도량동
47190104,봉곡동
47190105,부곡동
47190106,선기동
47190108,남통동
47190109,형곡동
47190110,송정동
47190111,신평동
47190112,비산동
47190113,공단동
47190114,광평동
47190115,사곡동
47190116,상모동
47190117,임은동
47190118,오태동
47190119,신동
47190120,구평동
47190121,황상동
47190122,인의동
47190123,진평동
47190124,시미동
47190125,임수동
47190126,양호동
47190127,거의동
47190128,옥계동
47190129,구포동
47190130,금전동
47190250,선산읍
47190253,고아읍
47190256,산동읍
47190320,옥성면
47190330,도개면
47190340,해평면
47190360,장천면
47210101,영주동
47210102,상망동
47210103,하망동
47210104,휴천동
47210105,가흥동
47210106,문정동
47210109,상줄동
47210111,조암동
47210112,적서동
47210113,아지동
47210250,풍기읍
47210310,이산면
47210320,평은면
47210330,문수면
47210340,장수면
47210350,안정면
47210360,봉현면
47210370,순흥면
47210380,단산면
47210390,부석면
47230101,조교동
47230102,망정동
47230103,야사동
47230104,문내동
47230105,문외동
47230106,창구동
47230107,교촌동
47230108,과전동
47230109,성내동
47230110,화룡동
47230111,도동
47230112,금노동
47230113,완산동
47230116,봉동
47230118,채신동
47230121,녹전동
47230123,오미동
47230124,오수동
47230126,도남동
47230129,신기동
47230250,금호읍
47230310,청통면
47230320,신녕면
47230330,화산면
47230340,화북면
47230350,화남면
47230360,자양면
47230370,임고면
47230380,고경면
47230390,북안면
47230400,대창면
47250101,성하동
47250102,성동동
47250104,복룡동
47250105,냉림동
47250106,서성동
47250107,남성동
47250108,서문동
47250109,무양동
47250110,낙양동
47250111,개운동
47250112,신봉동
47250113,가장동
47250121,화개동
47250122,외답동
47250123,헌신동
47250125,도남동
47250128,초산동
47250130,계산동
47250132,죽전동
47250133,만산동
47250134,연원동
47250135,남장동
47250250,함창읍
47250310,중동면
47250325,사벌국면
47250330,낙동면
47250340,청리면
47250350,공성면
47250360,외남면
47250370,내서면
47250380,모동면
47250390,모서면
47250410,화서면
47250420,화북면
47250440,은척면
47250450,공검면
47250460,이안면
47250470,화남면
47280101,점촌동
47280103,흥덕동
47280106,신기동
47280108,유곡동
47280109,공평동
47280110,모전동
47280250,문경읍
47280253,가은읍
47280310,영순면
47280320,산양면
47280330,호계면
47280340,산북면
47280350,동로면
47280360,마성면
47280370,농암면
47290102,삼북동
47290103,서상동
47290104,신교동
47290105,상방동
47290106,백천동
47290107,옥곡동
47290108,사정동
47290109,옥산동
47290110,중산동
47290111,정평동
47290112,대평동
47290114,임당동
47290115,대동
47290116,계양동
47290117,중방동
47290118,조영동
47290121,여천동
47290122,유곡동
47290125,평산동
47290126,사동
47290127,삼풍동
47290128,갑제동
47290250,하양읍
47290253,진량읍
47290256,압량읍
47290310,와촌면
47290330,자인면
47290340,용성면
47290350,남산면
47290370,남천면
47730250,의성읍
47730310,단촌면
47730320,점곡면
47730330,옥산면
47730340,사곡면
47730360,가음면
47730370,금성면
47730380,봉양면
47730390,비안면
47730410,단밀면
47730420,단북면
47730430,안계면
47730440,다인면
47730450,신평면
47730470,안사면
47750250,청송읍
47750315,주왕산면
47750320,부남면
47750330,현동면
47750340,현서면
47750350,안덕면
47750360,파천면
47750370,진보면
47760250,영양읍
47760310,입암면
47760330,일월면
47760340,수비면
47760350,석보면
47770250,영덕읍
47770310,강구면
47770320,남정면
47770330,달산면
47770340,지품면
47770350,축산면
47770360,영해면
47770370,병곡면
47770380,창수면
47820250,화양읍
47820253,청도읍
47820310,각남면
47820320,풍각면
47820330,각북면
47820340,이서면
47820350,운문면
47820360,금천면
47820370,매전면
47830253,대가야읍
47830310,덕곡면
47830320,운수면
47830330,성산면
47830340,다산면
47830350,개진면
47830360,우곡면
47830370,쌍림면
47840250,성주읍
47840310,선남면
47840320,용암면
47840330,수륜면
47840340,가천면
47840350,금수면
47840360,대가면
47840370,벽진면
47840380,초전면
47840390,월항면
47850250,왜관읍
47850253,북삼읍
47850256,석적읍
47850310,지천면
47850320,동명면
47850330,가산면
47850360,약목면
47850370,기산면
47900250,예천읍
47900253,호명읍
47900310,용문면
47900340,감천면
47900350,보문면
47900370,유천면
47900380,용궁면
47900390,개포면
47900400,지보면
47900410,풍양면
47900420,효자면
47900430,은풍면
47920250,봉화읍
47920320,봉성면
47920330,법전면
47920340,춘양면
47920350,소천면
47920370,명호면
47920380,상운면
47920390,석포면
47930250,울진읍
47930253,평해읍
47930310,북면
47930330,근남면
47930350,기성면
47930360,온정면
47930370,죽변면
47930380,후포면
47930390,금강송면
47930400,매화면
47940250,울릉읍
47940310,서면
47940320,북면
48121102,의창구
48121103,의창구
48121104,의창구
48121105,의창구
48121106,의창구
48121107,의창구
48121108,의창구
48121116,의창구
48121117,의창구
48121119,의창구
48121124,의창구
48121125,의창구
48121127,의창구
48121129,의창구
48121250,의창구
48121310,의창구
48121320,의창구
48123101,성산구
48123102,성산구
48123103,성산구
48123104,성산구
48123105,성산구
48123106,성산구
48123108,성산구
48123110,성산구
48123113,성산구
48123120,성산구
48123121,성산구
48123123,성산구
48123124,성산구
48123125,성산구
48123126,성산구
48123127,성산구
48123128,성산구
48123129,성산구
48123130,성산구
48123131,성산구
48123133,성산구
48123135,성산구
48123136,성산구
48123137,성산구
48123138,성산구
48123139,성산구
48125101,마산합포구
48125102,마산합포구
48125103,마산합포구
48125110,마산합포구
48125111,마산합포구
48125113,마산합포구
48125117,마산합포구
48125118,마산합포구
48125119,마산합포구
48125122,마산합포구
48125125,마산합포구
48125126,마산합포구
48125128,마산합포구
48125133,마산합포구
48125134,마산합포구
48125135,마산합포구
48125137,마산합포구
48125138,마산합포구
48125140,마산합포구
48125144,마산합포구
48125148,마산합포구
48125149,마산합포구
48125152,마산합포구
48125153,마산합포구
48125158,마산합포구
48125159,마산합포구
48125310,마산합포구
48125320,마산합포구
48125330,마산합포구
48125340,마산합포구
48127101,마산회원구
48127102,마산회원구
48127103,마산회원구
48127104,마산회원구
48127105,마산회원구
48127106,마산회원구
48127107,마산회원구
48127108,마산회원구
48127250,마산회원구
48129105,진해구
48129107,진해구
48129110,진해구
48129115,진해구
48129116,진해구
48129124,진해구
48129132,진해구
48129137,진해구
48129138,진해구
48129139,진해구
48129140,진해구
48129141,진해구
48129142,진해구
48129143,진해구
48129144,진해구
48129145,진해구
48129148,진해구
48129150,진해구
48129151,진해구
48129154,진해구
48129155,진해구
48129157,진해구
48129158,진해구
48129159,진해구
48129161,진해구
48129162,진해구
48129164,진해구
48129165,진해구
48170101,망경동
48170102,주약동
48170103,강남동
48170104,칠암동
48170105,본성동
48170106,동성동
48170107,남성동
48170108,인사동
48170110,평안동
48170111,중안동
48170112,계동
48170113,봉곡동
48170114,상봉동
48170115,봉래동
48170117,장대동
48170118,옥봉동
48170119,상대동
48170120,하대동
48170121,상평동
48170122,초전동
48170123,장재동
48170124,하촌동
48170125,신안동
48170126,평거동
48170127,이현동
48170128,유곡동
48170131,가좌동
48170132,호탄동
48170137,충무공동
48170250,문산읍
48170310,내동면
48170320,정촌면
48170330,금곡면
48170350,진성면
48170360,일반성면
48170370,이반성면
48170390,지수면
48170400,대곡면
48170410,금산면
48170420,집현면
48170440,명석면
48170450,대평면
48170460,수곡면
48220101,도천동
48220102,서호동
48220103,명정동
48220104,항남동
48220106,문화동
48220108,동호동
48220109,정량동
48220110,북신동
48220111,무전동
48220112,평림동
48220113,인평동
48220115,미수동
48220116,봉평동
48220117,도남동
48220250,산양읍
48220310,용남면
48220330,도산면
48220340,광도면
48220350,욕지면
48220360,한산면
48220370,사량면
48240104,동금동
48240105,서금동
48240106,동림동
48240107,좌룡동
48240108,벌리동
48240109,용강동
48240111,봉남동
48240112,이금동
48240116,향촌동
48240117,대방동
48240118,실안동
48240122,백천동
48240123,신벽동
48240124,노룡동
48240126,송포동
48240127,죽림동
48240250,사천읍
48240310,정동면
48240320,사남면
48240330,용현면
48240340,축동면
48240350,곤양면
48240360,곤명면
48240370,서포면
48250101,동상동
48250102,서상동
48250103,부원동
48250104,봉황동
48250105,대성동
48250106,구산동
48250107,삼계동
48250108,내동
48250109,외동
48250111,풍유동
48250112,명법동
48250114,화목동
48250115,전하동
48250116,강동
48250117,삼정동
48250118,어방동
48250119,삼방동
48250120,안동
48250121,지내동
48250122,불암동
48250124,내덕동
48250125,부곡동
48250126,무계동
48250127,신문동
48250128,삼문동
48250129,대청동
48250130,관동동
48250131,율하동
48250132,장유동
48250250,진영읍
48250320,주촌면
48250330,진례면
48250340,한림면
48250350,생림면
48250360,상동면
48250370,대동면
48270101,내일동
48270102,내이동
48270103,교동
48270104,삼문동
48270106,용평동
48270107,활성동
48270108,가곡동
48270250,삼랑진읍
48270253,하남읍
48270310,부북면
48270320,상동면
48270330,산외면
48270340,산내면
48270350,단장면
48270360,상남면
48270370,초동면
48270380,무안면
48270390,청도면
48310101,능포동
48310102,장승포동
48310105,아주동
48310106,옥포동
48310107,덕포동
48310108,장평동
48310109,고현동
48310110,상동동
48310111,문동동
48310113,양정동
48310114,수월동
48310310,일운면
48310320,동부면
48310330,남부면
48310340,거제면
48310350,둔덕면
48310360,사등면
48310370,연초면
48310380,하청면
48310390,장목면
48330101,다방동
48330102,남부동
48330103,중부동
48330104,북부동
48330105,명곡동
48330106,신기동
48330107,북정동
48330108,산막동
48330109,호계동
